user_id,duration,average_speedList,Type
213,16890,0.7868429276666665,Bot
215,2759,0.7031274724285714,Bot
215,17793,0.176905585,Bot
217,2746,0.09742245000000001,Bot
217,1102,0.13520871,Bot
218,17745,0.15850939833333333,Bot
219,1834,0.0616243765,Bot
219,4792,0.06907255000000001,Bot
219,1383,0.15039769,Bot
220,1690,0.049771191500000006,Bot
221,9611,0.11483684,Bot
223,8898,0.12257295611111113,Bot
224,3025,0.030999703666666666,Bot
224,1499,0.10807205,Bot
225,2042,0.13889273000000002,Bot
227,9517,0.08786804575,Bot
230,7180,0.061398904666666664,Bot
231,9675,0.1577281839090909,Bot
233,1090,0.17431192,Bot
233,6348,0.11198431200000002,Bot
236,9107,0.12345409244444444,Bot
237,3392,0.2291120975,Bot
238,2642,0.14788732,Bot
239,1175,0.035744682,Bot
241,2095,0.07828582,Bot
241,14950,0.15863141,Bot
242,8373,0.10890252325000001,Bot
243,4087,0.1880074,Bot
244,5515,0.06670697,Bot
246,2255,0.10328445,Bot
247,4567,0.118305858,Bot
248,556,0.32014388,Bot
250,1247,0.205839515,Bot
251,12754,0.15574294776923076,Bot
251,3165,0.41237113,Bot
252,3340,0.09476757666666667,Bot
253,1353,0.0088691795,Bot
253,10469,0.208834184,Bot
253,8211,0.136468768125,Bot
254,6655,0.0876199926,Bot
254,3087,0.15603179,Bot
255,3456,0.09010968500000001,Bot
255,2304,0.23380824000000003,Bot
256,7970,0.105846812875,Bot
256,7706,0.09551843125000001,Bot
256,5225,0.008443909,Bot
257,953,0.09758657,Bot
259,5832,0.11210561199999998,Bot
259,3575,0.11672753699999999,Bot
261,7518,0.080773715,Bot
264,8878,0.13631839883333333,Bot
266,3951,0.087512702,Bot
266,2306,0.20729474666666667,Bot
269,19530,0.09818203015384615,Bot
272,3836,0.08497391550000001,Bot
273,1822,0.21287598000000002,Bot
273,1019,0.01373896,Bot
276,8935,0.1192519375,Bot
278,1489,0.06514439,Bot
279,1231,0.060926076,Bot
279,1936,0.09271992849999999,Bot
280,5438,0.11133134333333333,Bot
281,1648,0.1058806125,Bot
289,15007,0.2403769,Bot
291,3191,0.14200086,Bot
296,5777,0.11660458283333335,Bot
296,53,1.1536230000000005,Bot
297,1437,0.1863685525,Bot
297,5043,0.10190461960000001,Bot
299,2717,0.09876817666666667,Bot
301,4943,0.12775750019999998,Bot
304,3676,0.15311433333333332,Bot
313,2423,0.0905087675,Bot
314,1063,0.2230569,Bot
315,1980,0.089435923,Bot
317,1524,0.1129667345,Bot
319,2898,0.13425853666666665,Bot
323,7308,0.156646579,Bot
323,1963,0.025455730000000003,Bot
325,2017,0.138747473,Bot
328,1832,0.10525483000000001,Bot
329,5976,0.25448376380000004,Bot
330,5338,0.10688012520000001,Bot
332,6588,0.154109719125,Bot
333,1372,0.235516565,Bot
334,9137,0.12199885449999999,Bot
336,1051,0.042816367,Bot
337,2382,0.22592035333333338,Bot
338,323,0.030959751,Bot
339,3727,0.09695500775,Bot
341,1579,0.33034048466666666,Bot
341,16314,0.38333333,Bot
342,1159,0.20250433,Bot
343,2500,0.06922690499999999,Bot
343,81,2.608574000000001,Bot
342,17115,0.20936369999999999,Bot
344,18028,0.20575249419999997,Bot
347,1046,0.1042065,Bot
352,61,3.1796550000000003,Bot
354,1070,0.799078595,Bot
361,6792,0.13977905142857144,Bot
362,9380,0.435949522,Bot
363,1009,0.3875124,Bot
370,358,1.1886057,Bot
372,1056,0.87867821,Bot
374,1098,0.32514178,Bot
376,3135,0.35643761199999996,Bot
380,15403,1.4337652,Bot
380,1127,1.8331821175,Bot
389,109,4.465492433333334,Bot
391,248,1.7897203075,Bot
393,79,0.93670887,Bot
394,1013,2.250758774210526,Bot
402,18,8.444445,Bot
402,1170,3.3473288308,Bot
403,582,2.74501063,Bot
403,374,2.15251384,Bot
405,50,0.88,Bot
405,283,2.8433622499999998,Bot
406,6303,2.1225812200000003,Bot
406,817,0.008567931,Bot
408,4482,3.8394735599999996,Bot
408,515,1.6857470633333336,Bot
409,1288,2.264644046,Bot
410,143,0.8181818,Bot
410,16666,0.8182109266666666,Bot
411,147,1.482688,Bot
411,3173,3.3764706,Bot
412,630,2.012003687142857,Bot
412,16432,1.1328378399999999,Bot
415,1904,0.11181066333333335,Bot
415,16301,0.3785092,Bot
416,414,1.7019501599999998,Bot
417,6291,1.49125,Bot
417,3153,0.034134008,Bot
417,251,1.45110862,Bot
418,16398,0.37488016,Bot
419,6084,0.39217654,Bot
421,16449,1.223214303,Bot
422,93,0.94623655,Bot
423,97,2.2264976499999998,Bot
422,16536,1.0898911599999999,Bot
427,292,2.1103303833333333,Bot
426,1082,1.2666472865,Bot
429,273,1.7341849799999998,Bot
429,752,0.00930851,Bot
431,453,1.9333767437500002,Bot
432,1051,0.44836291000000006,Bot
433,210,2.4544070400000004,Bot
436,1251,3.1638985857142856,Bot
439,6192,7.029412,Bot
441,83,1.7349398,Bot
441,1175,2.214446391,Bot
444,101,2.0378788,Bot
445,1087,0.70933053,Bot
448,89,3.76949065,Bot
449,1058,1.836370685,Bot
449,141,2.3770786,Bot
